0 0
0.559423 0
1.11926 0
1.67909 0
2.23994 0
2.80084 0
3.36326 0
3.92436 0
4.48728 0
5.03923 0
5.60834 0
6.29669 0
6.87396 0
7.4406 0
8.02698 0
8.61944 0
9.22145 0
9.8312 0
10.4507 0
11.0801 0
11.7206 0
12.3741 0
13.0418 0
13.7277 0
14.4312 0
15.167 0
15.9185 0
16.5884 0
17.395 0
18.247 0
19.1253 0
20.0485 0
21.0168 0
22.0412 0
23.1231 0
24.2736 0
25.4907 0
26.7855 0
28.1507 0
29.5985 0
31.1016 0
32.6844 0
34.2504 0
36.0339 0
38.7501 0
40.6979 0
42.4692 0
44.2799 0
46.0219 0
47.746 0
49.4015 0
50.9745 0
52.5431 0
54.0843 0
55.5598 0
56.9774 0
58.3321 0
59.633 0
60.8742 0
62.0597 0
63.1727 0
64.1944 0
65.1776 0
66.1742 0
67.15 0
68.08 0
68.9512 0
69.8248 0
70.6819 0
71.515 0
72.3118 0
73.0811 0
73.7975 0
74.4073 0
75.3377 0
77.8226 0
81.0663 0
82.6032 0
83.3223 0
83.9252 0
84.4999 0
85.0762 0
85.6854 0
86.3289 0
86.9879 0
87.6621 0
88.3554 0
89.0561 0
89.6664 0
90.3735 0
91.0835 0
91.785 0
92.4949 0
93.2157 0
93.964 0
94.7238 0
95.4019 0
96.2186 0
97.0763 0
97.9394 0
98.7912 0
99.6297 0
100.477 0
101.322 0
102.125 0
102.882 0
103.62 0
104.353 0
105.074 0
105.775 0
106.498 0
107.236 0
107.975 0
108.718 0
109.458 0
110.202 0
110.931 0
111.684 0
112.593 0
113.355 0
114.105 0
114.881 0
115.666 0
116.466 0
117.275 0
118.098 0
118.933 0
119.781 0
120.643 0
121.518 0
122.405 0
123.304 0
124.215 0
125.135 0
126.064 0
127.001 0
127.946 0
128.898 0
129.857 0
130.824 0
131.798 0
132.781 0
133.774 0
134.775 0
135.787 0
136.809 0
137.841 0
138.883 0
139.937 0
141.001 0
142.075 0
143.16 0
144.254 0
145.359 0
146.473 0
147.597 0
148.729 0
149.87 0
151.019 0
152.175 0
153.337 0
154.506 0
155.681 0
156.861 0
158.046 0
159.237 0
160.434 0
161.638 0
162.848 0
164.063 0
165.284 0
166.509 0
167.738 0
168.971 0
170.206 0
171.444 0
172.682 0
173.922 0
175.162 0
176.403 0
177.644 0
178.885 0
180.127 0
181.369 0
182.611 0
183.854 0
185.097 0
186.341 0
187.585 0
188.83 0
190.076 0
191.322 0
192.569 0
193.816 0
195.063 0
196.31 0
197.558 0
198.804 0
200.051 0
201.296 0
202.54 0
203.782 0
205.022 0
206.259 0
207.493 0
208.723 0
209.949 0
211.169 0
212.383 0
213.59 0
214.789 0
215.978 0
217.155 0
218.319 0
219.469 0
220.61 0
221.742 0
222.862 0
223.97 0
225.063 0
226.142 0
227.204 0
228.251 0
229.281 0
230.295 0
231.292 0
232.272 0
233.236 0
234.183 0
235.115 0
236.03 0
236.93 0
237.814 0
238.684 0
239.539 0
240.381 0
241.21 0
242.026 0
242.83 0
243.623 0
244.405 0
245.178 0
245.941 0
246.695 0
247.441 0
248.18 0
248.912 0
249.638 0
250.359 0
251.075 0
251.786 0
252.494 0
253.199 0
253.901 0
254.602 0
255.301 0
256 0
0 0.989734
0.559303 0.98955
1.11897 0.988979
1.67876 0.988152
2.23941 0.98701
2.80045 0.985897
3.36274 0.984912
3.92475 0.985401
4.48844 0.988905
5.04753 1.0062
5.62327 1.04738
6.27624 1.03975
6.86058 0.985883
7.43461 0.95643
8.02167 0.940233
8.61489 0.92666
9.21646 0.914
9.82603 0.900878
10.4449 0.887069
11.0738 0.872154
11.7135 0.856093
12.3661 0.838547
13.0329 0.819412
13.717 0.797751
14.4182 0.7726
15.1467 0.738288
15.8886 0.689468
16.5912 0.666274
17.3877 0.66232
18.2312 0.642851
19.1068 0.616055
20.0271 0.587055
20.9935 0.55712
22.016 0.52707
23.0964 0.497576
24.2455 0.469016
25.4627 0.442197
26.7574 0.417416
