155.2 88.6218
155.781 89.103
156.004 86.0748
156.399 86.9005
156.347 87.3466
156.227 88.1227
156.864 89.741
156.128 89.6403
157.386 89.9252
158.399 89.2257
NA NA
155.2 88.6218
154.568 82.0755
154.131 78.9444
153.933 77.9065
153.977 72.0303
153.789 71.5536
NA NA
153.789 71.5536
156.956 71.5986
165.999 71.5707
NA NA
165.999 71.5707
168.806 81.367
170.313 82.5218
170.193 82.7696
170.405 82.9046
170.254 82.9301
170.123 82.9916
169.566 83.1377
169.207 83.4732
169.473 83.8704
169.307 84.5423
169.494 85.2306
NA NA
158.399 89.2257
158.793 88.7493
158.462 87.7612
158.749 86.1716
158.528 85.7874
158.365 85.6691
157.725 85.0123
157.85 84.2806
169.494 85.2306
NA NA
73.1248 66.1411
74.1919 62.9239
75.2891 58.8544
75.6647 57.6578
75.8485 57.1477
75.89 56.5236
76.3126 55.1324
76.8554 54.9073
76.9619 55.5065
77.1712 55.4534
77.4415 54.6517
77.1577 50.7279
NA NA
90.7867 54.5485
85.5506 52.0814
85.342 51.9928
77.1577 50.7279
NA NA
90.7867 54.5485
93.1265 71.5636
91.5152 86.0302
NA NA
70.4468 84.7168
69.7245 87.3502
76.6148 90.4933
82.6473 90.7469
90.293 86.9972
91.1627 86.2702
91.5152 86.0302
NA NA
73.1248 66.1411
73.0363 67.2337
73.1625 69.858
73.6125 70.4705
72.2937 74.0388
72.1314 74.7168
71.9704 76.8775
71.8885 77.6754
71.4299 78.5291
71.39 79.4271
71.2087 80.6003
71.5009 81.1734
71.4206 82.3828
71.0431 84.2309
70.4468 84.7168
NA NA
136.588 75.5937
135.965 73.3487
135.646 73.2457
135.221 72.989
135.202 73.0893
135.056 72.9651
134.676 72.8585
134.116 72.1858
NA NA
134.116 72.1858
133.112 68.6163
132.667 66.8213
130.064 59.6573
NA NA
149.295 66.4683
148.419 66.1898
147.031 66.0027
146.776 65.9747
147.761 65.1462
147.109 64.6373
146.099 64.4585
143.417 64.05
130.064 59.6573
NA NA
149.295 66.4683
149.673 66.8936
149.461 66.8961
149.283 67.0919
148.942 67.1275
149.327 67.5393
149.164 67.9787
148.403 68.5689
148.201 68.1268
147.362 68.8611
148.065 68.7627
148.753 72.0616
147.159 72.7325
NA NA
145.51 77.5331
145.646 77.2996
145.591 77.1172
145.942 76.7925
145.796 76.8091
145.656 76.5409
145.855 76.3158
145.601 76.367
145.721 76.1818
145.472 76.2564
145.529 75.9578
145.649 75.8447
145.609 75.6402
145.943 75.7202
145.747 75.5372
145.934 75.3975
145.901 75.1244
145.852 75.0661
146.012 75.0835
146.155 74.9629
146.038 74.6789
146.405 74.7147
146.234 74.5743
146.582 74.4171
146.508 74.2383
146.874 74.2032
146.662 73.5429
146.872 73.6399
146.658 73.412
146.908 73.4343
147.299 73.2734
147.159 72.7325
NA NA
136.588 75.5937
140.985 77.2451
145.51 77.5331
NA NA
73.1248 66.1411
62.0731 47.9452
56.9775 46.7886
56.2296 46.7376
55.1914 37.8035
NA NA
70.4468 84.7168
59.5594 92.2873
59.6222 91.3933
60.7676 91.2767
58.9355 91.1813
57.3341 91.4986
59.0565 85.4586
55.5566 84.907
47.6418 84.9005
44.0095 86.8867
43.1352 86.0847
43.2406 81.979
35.7216 83.0434
35.5764 80.5489
35.7608 77.1298
34.4048 78.2031
31.3387 80.0437
30.8005 79.4794
31.4938 77.6415
33.1095 75.0955
31.3458 75.7417
32.4771 74.6595
31.7433 74.5867
31.0658 74.7975
30.5877 74.7541
29.7017 74.5779
28.8366 74.6892
28.6637 73.8927
30.3625 73.0368
31.8905 70.7161
29.1683 71.6207
27.9365 72.3407
23.736 70.7971
23.6594 68.8234
23.3166 67.3631
23.8015 64.9293
25.1694 63.9786
26.297 63.9398
25.4057 66.7328
32.5955 65.4935
32.3318 65.1872
28.5878 62.1267
26.8535 60.2754
31.6841 57.0167
33.3255 56.8107
28.6309 56.254
25.98 57.55
25.5834 61.7884
24.6824 62.9037
20.1341 61.9683
19.7731 62.5915
19.9064 60.3768
20.4464 60.1714
19.6185 57.2837
19.4253 54.6777
19.6374 54.0885
19.9781 52.7518
20.7605 51.4728
21.2872 50.5964
20.9598 50.2923
19.9516 50.3924
19.6135 50.1523
23.0429 46.7123
22.9149 46.0563
23.3471 46.0381
23.5701 45.6623
23.3309 45.4588
22.0624 45.2099
22.429 44.5729
NA NA
55.1914 37.8035
39.3568 41.2718
28.3268 43.9067
22.429 44.5729
NA NA
109.467 56.7292
110.396 49.3137
110.767 42.9257
NA NA
109.467 56.7292
108.684 57.2189
107.716 57.7297
NA NA
107.716 57.7297
99.9966 58.0609
98.7747 57.4639
90.7867 54.5485
NA NA
90.4717 38.0137
90.145 44.6485
90.7867 54.5485
NA NA
107.411 35.7797
95.2643 35.9266
90.4717 38.0137
NA NA
107.411 35.7797
110.649 38.3511
110.7 39.4819
110.767 42.9257
NA NA
223.075 29.2096
230.305 36.4225
236.469 44.7287
NA NA
238.586 56.2514
238.665 55.5783
236.469 44.7287
NA NA
238.586 56.2514
237.208 55.5413
237.004 55.0467
235.832 53.8312
235.504 53.4679
235.112 52.3567
234.696 52.988
232.051 51.0235
230.28 49.9172
NA NA
223.075 29.2096
228.431 42.9451
230.073 46.3591
228.748 46.5328
230.28 49.9172
NA NA
217.935 62.6365
215.049 60.2394
214.242 60.3282
NA NA
217.935 62.6365
217.621 62.5797
217.218 63.1298
NA NA
224.674 70.8389
224.418 70.5088
223.714 70.2696
224.236 70.2303
224.232 70.0816
224.665 70.2633
223.828 69.6899
223.614 69.5897
223.37 69.4962
221.996 68.7025
220.208 67.0987
218.724 65.6942
217.226 63.7794
217.218 63.1298
NA NA
224.674 70.8389
219.38 69.5022
218.249 67.4961
214.242 60.3282
NA NA
211.037 66.105
212.668 66.3001
210.775 64.58
208.811 64.198
NA NA
211.037 66.105
210.604 65.5547
210.297 65.2707
208.811 64.198
NA NA
192.635 83.42
185.861 83.1611
184.665 83.4149
183.597 84.4392
183.198 84.4925
182.869 84.4907
182.482 84.5182
182.549 84.0482
169.531 85.9342
169.494 85.2306
NA NA
192.635 83.42
194.311 83.7168
195.944 84.6097
199.54 86.8391
204.329 89.0458
204.396 89.1931
203.716 89.1276
204.883 92.2141
207.352 93.7828
209.041 94.8835
205.743 101.32
204.999 100.773
197.873 102.805
198.689 102.908
194.893 103.099
193.328 103.064
186.888 102.763
186.013 102.502
187.988 102.783
187.738 102.655
187.26 102.621
185.599 102.337
184.326 101.375
183.184 101.408
184.011 99.8422
183.104 99.9472
181.777 99.7997
181.329 99.2995
183.023 98.3453
183.925 98.037
182.035 98.4452
180.492 98.6432
180.646 99.1276
178.617 99.2076
177.465 97.4716
176.541 97.1875
175.952 97.016
177.973 96.685
179.654 95.8211
181.653 94.5302
181.026 93.6577
179.81 94.8529
179.168 93.4487
176.874 92.7637
176.248 94.0604
177.65 95.1419
176.266 95.9103
174.651 95.0675
174.312 95.081
173.823 95.2281
175.421 92.2809
177.697 89.9677
176.927 89.0117
177.374 89.0112
175.624 88.4602
174.076 88.5869
173.499 88.2003
173.521 87.9793
173.382 87.86
173.325 87.7209
172.612 87.5007
170.979 88.1489
170.336 88.5113
170.511 88.5202
170.085 88.7019
168.151 89.4964
168.011 89.5362
166.499 90.2709
166.095 90.352
166.492 89.7877
166.312 90.3402
166.788 89.7007
165.949 89.3444
166.735 89.0302
166.05 89.0088
166.258 88.4593
166.15 88.0142
165.298 88.6809
165.739 88.4695
165.691 89.3136
165.151 89.0134
162.963 88.5781
164.255 87.5664
164.431 87.1594
163.149 87.9681
159.89 89.1498
160.716 88.4908
160.562 87.6294
160.3 88.2201
159.865 87.2084
159.836 88.3221
158.229 89.6968
158.399 89.2257
NA NA
192.635 83.42
193.341 83.4518
192.894 83.3123
192.805 83.2737
192.699 83.2434
193.271 83.2158
192.401 83.1628
191.716 82.9824
192.679 83.1084
192.385 82.9135
193.436 82.9891
193.325 82.9412
194.117 83.0488
194.451 83.0263
193.451 82.8826
194.293 82.9643
194.965 83.0303
194.052 82.784
194.608 82.8309
196.072 82.9553
195.255 82.785
197.026 82.9142
197.53 82.7802
196.982 82.5669
NA NA
173.86 70.4425
171.222 70.4412
170.262 70.5279
165.999 71.5707
NA NA
180.658 72.4178
178.706 71.7646
176.786 71.0513
173.86 70.4425
NA NA
180.658 72.4178
180.369 73.3178
182.555 75.1426
183.059 75.471
184.425 76.7451
186.243 77.4468
187.937 78.6257
188.351 78.8114
188.317 79.0739
189.087 79.5409
190.169 79.7316
190.431 79.9534
190.584 80.3493
191.277 80.462
192.501 80.9549
193.063 81.5938
196.982 82.5669
NA NA
69.6217 25.1241
69.9796 25.4757
70.5314 25.4157
70.718 25.7383
69.1623 27.6842
68.6923 28.1858
68.3323 28.4388
66.7724 29.8483
66.1511 30.7421
67.465 30.316
66.7305 31.1628
65.7431 32.6572
66.2044 36.9756
NA NA
69.6217 25.1241
69.7427 24.462
69.5812 24.2391
69.6336 24.1215
69.7145 23.8227
69.8282 12.1738
NA NA
72.8657 13.4888
72.4213 13.2416
71.3909 12.6681
69.8282 12.1738
NA NA
72.8657 13.4888
73.5535 17.4906
73.9735 18.4823
73.9867 18.885
74.053 19.2413
73.8946 19.3899
74.6641 20.0837
75.3661 21.0751
75.5196 21.4548
75.647 21.6232
75.6656 21.7985
75.8825 21.7213
75.9637 22.0296
76.6665 22.0327
76.4485 22.5029
76.3483 23.1871
76.3204 23.4633
76.1378 23.5748
76.2592 23.7232
76.143 23.8247
76.4761 24.2933
76.017 24.6633
